,county,RaceTotal,population_White,population_Black,population_Native,population_Asian,population_NativeHawaiian_PacificIslander,population_OtherRace,population_Multiracial,population_Multiracial_OtherRace,population_Multiracial_NoOtherRace,PovertyTotal,pop_w_income_below_poverty_level,EmploymentTotal,population_InLaborForce,population_InCivilianLaborForce,CivilianLaborForce_Employed,CivilianLaborForce_Unemployed,population_InArmedForces,population_NotInLaborForce,Estimate!!Per capita income in the past 12 months (in 2020 inflation-adjusted dollars),EducationTotal,population_NoSchooling,population_12thGrade_noDiploma,population_HighSchoolDiploma,population_GED,poplation_AssociatesDegree,population_BachelorsDegree,population_MastersDegree,population_ProfessionalDegree,population_DoctorateDegree,FoodStampDisabilityTotal,households_ReceivingFoodStamps,households_ReceivingFoodStamps_w_Disability,households_ReceivingFoodStamps_noDisability,households_noFoodStamps,households_noFoodStamps_w_Disability,households_noFoodStamps_noDisability,TotalHousingUnits,housesOccupied,housesVacant,TotalOccupiedHousingUnits,housesOwnerOccupied,housesRenterOccupied,TotalHousingUnits_YrBuilt,housesBuilt2014_later,housesBuilt_2010_2013,housesBuilt_2000_2009,housesBuilt_1990_1999,housesBuilt_1980_1989,housesBuilt_1970_1979,housesBuilt_1960_1969,housesBuilt_1950_1959,housesBuilt_1940_1949,housesBuilt_pre_1940,TotalOwnerOccupiedHousingUnits,homeValue_less10K,homeValue_10K-15K,homeValue_15K-20K,homeValue_20K-25K,homeValue_25K-30K,homeValue_30K-35K,homeValue_35K-40K,homeValue_40K-50K,homeValue_50K-60K,homeValue_60K-70K,homeValue_70K-80K,homeValue_80K-90K,homeValue_90K-100K,homeValue_100K-125K,homeValue_125K-150K,homeValue_150K-175K,homeValue_175K-200K,homeValue_200K-250K,homeValue_250K-300K,homevalue_300K-400K,homeValue_400K-500K,homeValue_500K-750K,homeValue_750K-1M,homeValue_1M-1.5M,homeValue_1.5M-2M,homeValue_more2M,AgeTotal,age_under5,age_5_9,age_10_14,age_15_17,age_18_19,age_20,age_21,age_22_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_61,age_62_64,age_65_66,age_67_69,age_70_74,age_75_79,age_80_84,age_85+,ADI_NATRANK_INT_count,ADI_NATRANK_INT_mean,ADI_NATRANK_INT_std,ADI_NATRANK_INT_min,ADI_NATRANK_INT_25%,ADI_NATRANK_INT_50%,ADI_NATRANK_INT_75%,ADI_NATRANK_INT_max,ADI_STATERNK_INT_count,ADI_STATERNK_INT_mean,ADI_STATERNK_INT_std,ADI_STATERNK_INT_min,ADI_STATERNK_INT_25%,ADI_STATERNK_INT_50%,ADI_STATERNK_INT_75%,ADI_STATERNK_INT_max,ADI_SUP_GQ,ADI_SUP_PH,ADI_SUP_PH-GQ
10,Cambria County,131611,0.9314646952002492,0.03577208591986992,0.0003039259636352585,0.0045360950072562325,0.0003267204109079028,0.004201776447257448,0.02339470105082402,0.0041257949563486334,0.019268906094475385,125199,18196,109381,0.5507080754427186,0.5492727256104808,0.5208308572786864,0.028441868331794372,0.0014353498322377744,0.44929192455728145,27096.015625,94476,0.0068377153986197555,0.015263135611160506,0.40378508827638765,0.03944917227655701,0.10699013506075616,0.14169736229306915,0.05490283246538803,0.013167365256784792,0.009949616833904907,1.0,9945.0,5441.0,4504.0,46988.0,13423.0,33565.0,66072,0.8616811962707349,0.13831880372926506,56933,0.7474399733019514,0.25256002669804856,66072,0.007431287080760383,0.007688582152803003,0.039199660975905076,0.05554546555273036,0.06722968882431288,0.1338237074706381,0.08487710376558906,0.16548613633611817,0.11821951810146507,0.3204988497396779,42554,0.026906988767213424,0.019692625840109036,0.01675518165154862,0.02415754100672087,0.025497015556704423,0.03231188607416459,0.024815528504958405,0.04937256192132349,0.062485312779057195,0.054706960567749215,0.06283780608168445,0.072637119894722,0.056986417258072096,0.10313954034873338,0.07016966677633125,0.09209475019974621,0.04504864407576256,0.06711472482022841,0.039855242750387744,0.03630681017060676,0.0068618696244771345,0.007496357569206185,0.0006344879447290502,0.0012219767824411336,0.0002349955350848334,0.0006579874982375334,131611,0.04923600610891187,0.05201692867617448,0.055489282810707315,0.035582132192597885,0.02843227389807843,0.015013942603581767,0.012483758956318241,0.033902941243513084,0.05404563448343983,0.05080882297072433,0.0533238103198061,0.05313385659253406,0.06178055025795716,0.06547325071612556,0.07105029214883254,0.032056591014428884,0.05101397299617813,0.028158740530806695,0.043651366527113995,0.05318704363617023,0.0386061955307687,0.025719734672633745,0.03583287111259697,122.0,80.02459016393442,15.524687412380773,33.0,68.75,82.0,94.0,100.0,122.0,7.967213114754099,1.8716432265338094,2.0,7.0,8.0,10.0,10.0,5.0,0.0,0.0
11,Cameron County,4512,0.9501329787234043,0.0015514184397163121,0.0015514184397163121,0.0024379432624113476,0.0,0.0,0.044326241134751775,0.01773049645390071,0.026595744680851064,4473,816,3880,0.5438144329896907,0.5438144329896907,0.4881443298969072,0.05567010309278351,0.0,0.45618556701030927,24547.8,3498,0.0031446540880503146,0.012578616352201259,0.4316752429959977,0.06375071469411092,0.08004574042309891,0.08690680388793597,0.017724413950829045,0.0031446540880503146,0.0,1.0,548.0,243.0,305.0,1786.0,525.0,1261.0,4426,0.5273384545865342,0.4726615454134659,2334,0.6713796058269066,0.3286203941730934,4426,0.006100316312697696,0.0076818798011748755,0.051287844554902845,0.10234975146859467,0.06913691821057388,0.12629914143696339,0.11952101220063263,0.16719385449615906,0.12471757794848622,0.22571170356981474,1567,0.02871729419272495,0.008296107211231652,0.014039566049776643,0.0012763241863433313,0.012763241863433313,0.05105296745373325,0.017868538608806637,0.10593490746649649,0.10721123165283983,0.08104658583280153,0.09700063816209317,0.10657306955966815,0.0389278876834716,0.08296107211231653,0.0650925335035099,0.06764518187619656,0.01148691767708998,0.041480536056158264,0.010848755583918315,0.022335673261008295,0.008296107211231652,0.014039566049776643,0.0025526483726866626,0.0025526483726866626,0.0,0.0,4512,0.04343971631205674,0.04831560283687943,0.040780141843971635,0.02969858156028369,0.009308510638297872,0.0037677304964539005,0.01928191489361702,0.030141843971631204,0.06959219858156028,0.026374113475177305,0.05319148936170213,0.04765070921985816,0.05673758865248227,0.07203014184397163,0.08776595744680851,0.02304964539007092,0.06538120567375887,0.04565602836879433,0.04410460992907801,0.06604609929078015,0.047872340425531915,0.022606382978723406,0.04720744680851064,5.0,88.4,5.9833101206606365,79.0,87.0,90.0,91.0,95.0,5.0,9.0,0.7071067811865476,8.0,9.0,9.0,9.0,10.0,0.0,0.0,0.0
12,Carbon County,63964,0.9419829904321181,0.023388155837658683,0.002657744981552123,0.006316052779688575,0.00010943655806391095,0.005299856169095116,0.020245763241823526,0.01164717653680195,0.008598586705021574,62736,7445,53202,0.6072891996541483,0.60648095936243,0.575429495131762,0.03105146423066802,0.0008082402917183565,0.39271080034585165,30846.26785714286,47455,0.006701085238647139,0.01719523759350964,0.4027815825518913,0.04269307765251291,0.11117901169529028,0.11541460330839742,0.046949741860710145,0.007670424612791066,0.009124433674006954,1.0,3221.0,2019.0,1202.0,23324.0,6562.0,16762.0,34817,0.7624149122555074,0.23758508774449263,26545,0.749406667922396,0.2505933320776041,34817,0.005830485107849614,0.020593388287330903,0.12361777292701841,0.10503489674584254,0.16468966309561422,0.10098515093201597,0.06499698423184076,0.06330240974236724,0.05497314530258207,0.2959761036275383,19893,0.007238727190469009,0.005831196903433368,0.00759060976222792,0.014628261197406123,0.00970190519278138,0.01633740511737797,0.016387674056200674,0.024832855778414518,0.032272658724174334,0.02865329512893983,0.043080480571055145,0.052430503192077614,0.04267832906047354,0.10149298748303423,0.09475694968079224,0.11662393806866737,0.08118433619866285,0.13426833559543558,0.07681093852108782,0.060775147036646056,0.014829336952696929,0.010455939275121902,0.0055798522093198615,0.0008043030211632232,0.0003016136329362087,0.00045242044940431306,63964,0.046760677881308235,0.04727659308360953,0.062316302920392724,0.035285473078606716,0.017994496904508786,0.009458445375523731,0.008754924645112875,0.030251391407666813,0.05293602651491464,0.05842348821211932,0.053498843099243326,0.057282221249452814,0.0684291163779626,0.08046713776499281,0.07435432430742292,0.037833781502094925,0.04921518354074167,0.03337815020949284,0.03495716340441498,0.05448377212181852,0.033471952973547624,0.02545181664686386,0.02771871677818773,24.0,69.16666666666667,17.140510536424387,43.0,57.0,70.0,81.0,100.0,24.0,6.583333333333333,2.124733572385768,3.0,5.0,7.0,8.0,10.0,0.0,0.0,0.0
13,Centre County,162264,0.8727197653207119,0.03444386925011093,0.0006470936252033723,0.06250308139821525,0.00014790711433219938,0.004135236404871075,0.025403046886555244,0.006021052112606617,0.019381994773948627,143643,25580,140784,0.5729060120468235,0.5726858165700648,0.5494303329923855,0.023255483577679283,0.00022019547675872258,0.4270939879531765,34747.46788990826,99778,0.004810679708953877,0.010232716630920643,0.25285132995249454,0.02744091883982441,0.08038846238649802,0.23581350598328288,0.13439836436889896,0.020996612479704944,0.06651766922568102,1.0,3711.0,2146.0,1565.0,55669.0,9350.0,46319.0,67062,0.885449285735588,0.11455071426441203,59380,0.624503199730549,0.375496800269451,67062,0.02998717604604694,0.032432674241746444,0.12755360710983865,0.16035907071068564,0.13730577674390862,0.15042796218424742,0.09943037785929439,0.08365393218215979,0.02998717604604694,0.14886224687602517,37083,0.010328182725237979,0.006633767494539276,0.010516948466952511,0.0042607124558422995,0.005204541164414961,0.004449478197556832,0.003182051074616401,0.007146131650621578,0.00935738748213467,0.008656257584337837,0.019038373378637112,0.012539438556751072,0.013402367661731791,0.0431734217835666,0.044926246528058676,0.09764582153547448,0.06763206860286385,0.15443734325701805,0.12113367311166842,0.1654396893455222,0.0867513415850929,0.0674972359302106,0.020090068225332363,0.012890003505649488,0.00223822236604374,0.0014292263301243157,162264,0.038751663955036236,0.043065621456392054,0.04088399151999211,0.027110141497806044,0.07198762510476754,0.04973376719420204,0.05355470098111719,0.06000098604742888,0.07752797909579451,0.06124587092639156,0.049277720258344426,0.05757900705023912,0.053536212591825665,0.057696100182418775,0.058466449736232315,0.02367130108958241,0.03353793817482621,0.021113740570921462,0.02519351180791796,0.035010846521717695,0.024232115564758665,0.017175713651826654,0.019646995020460484,52.0,46.69230769230769,20.65357440605878,14.0,31.25,40.0,63.5,94.0,52.0,3.980769230769231,2.437375514089232,1.0,2.0,3.0,6.0,10.0,2.0,0.0,0.0
14,Chester County,521980,0.8334840415341584,0.0567090693130005,0.0007414077167707575,0.05727422506609449,0.00022223073680983945,0.015525499061266716,0.036043526571899305,0.01176098701099659,0.024282539560902715,509175,31889,417628,0.6829067974369535,0.6823177564722672,0.6543047879931422,0.028012968479124965,0.0005890409646862758,0.3170932025630465,53699.122507122505,356312,0.006426951660342621,0.008669368418689238,0.18460225869462718,0.020044230898762883,0.06491782482767912,0.3187487370619008,0.16216686499472371,0.032923392981432,0.028211230606883856,1.0,9801.0,4776.0,5025.0,183150.0,32892.0,150258.0,201715,0.9565525617827132,0.04344743821728676,192951,0.749869137760364,0.250130862239636,201715,0.027514066876533724,0.026091267382197657,0.15656743425129516,0.16027563641771805,0.15721190788984457,0.13496765238083436,0.09212007039635128,0.08455494137768634,0.026591973824455297,0.13410504920308355,144688,0.006980537432268052,0.0031999889417228798,0.001990489881676435,0.0020596041136790887,0.002066515536879354,0.002170186884883335,0.0013961074864536106,0.0038289284529470307,0.00554296140661285,0.0023498838880902356,0.0035386486785358843,0.002184009731283866,0.0023153267720889084,0.012765398650890191,0.013719175052526816,0.029207674444321576,0.0346953444653323,0.0953569058940617,0.12384579232555568,0.21685972575472742,0.16405645250469977,0.19163994249695898,0.043265509233661396,0.020989992259206017,0.005674278447417892,0.008300619263518744,521980,0.055291390474730834,0.06082800107283804,0.06922295873405111,0.04177171539139431,0.02859496532434193,0.010728380397716387,0.01157515613625043,0.03937124027740527,0.05656730142917353,0.058699567033219664,0.060341392390513046,0.06297942449902295,0.0676002911988965,0.07230736809839458,0.07465611709260891,0.028108356642016937,0.037790719950955974,0.025115904823939616,0.030685083719682746,0.039654776045059195,0.028552818115636616,0.017983447641672094,0.02157362351047933,232.0,25.79310344827586,16.915382605247004,2.0,12.75,23.0,34.0,95.0,232.0,1.9698275862068966,1.56916829805919,1.0,1.0,1.0,2.0,10.0,3.0,0.0,0.0
15,Clarion County,38633,0.960758936660368,0.014909533300546165,0.001320114927652525,0.0037273833251365413,0.0,0.0009577304377086947,0.018326301348587995,0.006005228690497761,0.012321072658090234,37470,6027,32225,0.5800465477114042,0.5780605120248254,0.5435531419705197,0.03450737005430567,0.0019860356865787432,0.4199534522885958,27815.3,26503,0.005848394521374939,0.017092404633437724,0.4052748745425046,0.05459759272535185,0.09353658076444177,0.13643738444704373,0.07131268158321699,0.011847715352978908,0.010225257518016829,1.0,2439.0,1395.0,1044.0,13491.0,3453.0,10038.0,20554,0.7750316240147903,0.2249683759852097,15930,0.6952291274325173,0.30477087256748275,20554,0.012600953585676753,0.014449742142648632,0.07750316240147903,0.11165709837501216,0.09229347085725406,0.16181765106548604,0.10737569329570887,0.10348350685997859,0.053031040186824946,0.2657876812299309,11075,0.016794582392776522,0.013182844243792326,0.007765237020316027,0.008487584650112867,0.006591422121896163,0.01832957110609481,0.016523702031602708,0.03160270880361174,0.045146726862302484,0.05038374717832957,0.05905191873589165,0.05381489841986456,0.05733634311512415,0.12261851015801355,0.09381489841986455,0.10311512415349887,0.054898419864559816,0.07539503386004515,0.0634762979683973,0.06085778781038375,0.019413092550790066,0.01218961625282167,0.0061399548532731375,0.0011738148984198646,0.0015349887133182844,0.00036117381489841985,38633,0.05065617477286258,0.051432712965599356,0.052726943286827324,0.03364998835192711,0.039033986488235445,0.012502264903062148,0.027334144384334635,0.046644060777055886,0.065022131338493,0.05396940439520617,0.050086713431522274,0.05285636631895012,0.06007817151140217,0.06468563145497373,0.06900836072787513,0.029171951440478346,0.044754484508063054,0.024409183858359433,0.03937048637175472,0.04454740765666658,0.039396370978179274,0.028835451556959078,0.019827608521212434,25.0,75.12,9.435394356711683,57.0,68.0,75.0,81.0,90.0,25.0,7.52,1.1224972160321822,5.0,7.0,7.0,8.0,9.0,0.0,0.0,0.0
16,Clearfield County,79466,0.9426421362595324,0.027533788035134524,0.001736591749930788,0.0050587672715375126,0.00011325598369113835,0.004114967407444693,0.018800493292728968,0.008028590843882919,0.010771902448846047,73598,10532,66737,0.5487061150486237,0.5482565892982904,0.5077393350015733,0.040517254296716966,0.00044952575033339827,0.4512938849513763,25629.696969696968,59322,0.015019722868413068,0.015694008968005123,0.42689052965173124,0.05631974646842655,0.09729948417113381,0.10852634772934155,0.0426823101041772,0.00910286234449277,0.007450861400492229,1.0,6108.0,3486.0,2622.0,25596.0,7609.0,17987.0,39321,0.806286717021439,0.19371328297856108,31704,0.7741609891496342,0.2258390108503659,39321,0.010833905546654459,0.015335317006179903,0.08494188855827675,0.11820655629307494,0.10543984130617227,0.14124767935708654,0.07166653950815086,0.0932580554919763,0.07276010274408078,0.2863101141883472,24544,0.02057529335071708,0.021960560625814862,0.010063559322033898,0.014911994784876141,0.011978487614080834,0.019230769230769232,0.01507496740547588,0.04730280312907432,0.05622555410691004,0.07684159061277705,0.06600391134289439,0.0799380704041721,0.06404823989569752,0.1196219035202086,0.07028194263363755,0.08857561929595828,0.04779172099087353,0.07260430247718383,0.04815840938722295,0.027501629726205998,0.008270860495436766,0.009248696219035202,0.001507496740547588,0.0004481747066492829,0.0011408083441981746,0.0006926336375488918,79466,0.04642236931517882,0.050184984773362196,0.05212292049429945,0.03303299524324869,0.01734074950293207,0.010029446555759696,0.01199255027307276,0.03236604333928976,0.06186293509173735,0.0575969597060378,0.06414063876374802,0.0578863916643596,0.07237057357863741,0.07488737321621826,0.08368358794956333,0.029547227745199203,0.03933757833538872,0.027898723982583747,0.03461857901492462,0.05067576070269046,0.03674527470868044,0.030113507663654896,0.025142828379432713,62.0,80.01612903225806,10.132712703771688,55.0,75.0,82.0,86.75,99.0,62.0,8.048387096774194,1.285829697757077,5.0,7.0,8.0,9.0,10.0,2.0,0.0,0.0
17,Clinton County,38549,0.9603621365015954,0.016576305481335443,0.0016861656592907727,0.00778230304288049,0.00018158707100054475,0.0026459830345793665,0.01076551920931801,0.0021271628317206673,0.008638356377597344,36920,5704,31643,0.594823499668173,0.5945074740068894,0.5602186897576084,0.03428878424928104,0.00031602566128369626,0.40517650033182695,26149.444444444445,25336,0.006512472371329334,0.011485633091253552,0.4331386169876855,0.04144300599936849,0.0873855383643827,0.12365803599621092,0.053481212503946954,0.007025576255131039,0.011446163561730343,1.0,2185.0,1246.0,939.0,12873.0,3810.0,9063.0,19257,0.7819494209897699,0.21805057901023003,15058,0.696440430336034,0.303559569663966,19257,0.014072804694396843,0.015630679752817157,0.07384327776912292,0.11408838344498104,0.09684789946512956,0.17536480240951344,0.09695175780235758,0.10204081632653061,0.05935503972581399,0.2518045386093369,10487,0.02221798417087823,0.016019834080289883,0.008105273195384762,0.008963478592543149,0.013826642509774006,0.013826642509774006,0.0073424239534661965,0.015924477925050064,0.01945265566892343,0.025174024983312674,0.03242109278153905,0.04786878993039001,0.054448364641937634,0.11814627634213788,0.11604844092686183,0.1549537522647087,0.06589110327071612,0.09850290836273481,0.05940688471440832,0.05273195384762086,0.02231334032611805,0.014208067130733288,0.006007437780108706,0.0034328215886335464,0.0020024792600362353,0.0007628492419185658,38549,0.05426859321901995,0.05437235725959169,0.05904173908531998,0.0345015434901035,0.03885963319411658,0.027860644893512154,0.02313938104749799,0.05071467482943786,0.0619471322213287,0.05229707644815689,0.04863939401800306,0.05457988534073517,0.05805598069988845,0.06026096656203792,0.06651275000648525,0.027134296609509976,0.040519857843264416,0.02428078549378713,0.03374925419595839,0.04513735764870684,0.032867259851098604,0.021946094580922983,0.029313341461516512,28.0,65.67857142857143,12.730987484403647,40.0,56.75,64.5,74.25,89.0,28.0,6.285714285714286,1.5600841111499193,3.0,5.0,6.0,7.25,9.0,0.0,0.0,0.0
18,Columbia County,65390,0.9472396390885457,0.01706682979048784,0.0006117143294081664,0.011515522251108733,0.0016057501146964368,0.006637100474078605,0.015323443951674568,0.005092521792322985,0.010230922159351582,60862,8560,55166,0.5850342602327521,0.5841641590834935,0.5580973788202879,0.026066780263205597,0.0008701011492586013,0.41496573976724793,28966.85185185185,43789,0.006622667793281418,0.012697252734705063,0.3953275936879125,0.03229121468862043,0.08910913699787618,0.1483020849985156,0.07017744182328896,0.009385918838064354,0.015437666993993925,1.0,2860.0,1586.0,1274.0,23622.0,5643.0,17979.0,30299,0.8740222449585795,0.1259777550414205,26482,0.6824257986556906,0.31757420134430936,30299,0.01940658107528301,0.024456252681606654,0.07059638931977953,0.09105911086174462,0.11436020990791776,0.15716690319812535,0.08023367107825341,0.09548169906597577,0.05554638766956005,0.29169279514175384,18072,0.023738379814077025,0.014110225763612217,0.0059207613988490485,0.006529437804338203,0.005312084993359893,0.006861443116423196,0.003430721558211598,0.018315626383355467,0.01632359451084551,0.024568393094289508,0.03353253652058433,0.03978530323151837,0.061752988047808766,0.11902390438247012,0.10175962815405047,0.12107127047366091,0.08471668880035414,0.11083444001770695,0.08078795927401505,0.06778441788401948,0.023295706064630366,0.01737494466578132,0.00846613545816733,0.0031540504648074367,0.0,0.0015493581230633024,65390,0.04408931029209359,0.04650558189325585,0.05484018963144212,0.031228016516286893,0.04696436764031198,0.022296987306927665,0.026364887597491973,0.05805168986083499,0.05328031809145129,0.0510934393638171,0.0540602538614467,0.05155222511087322,0.06059030432787888,0.06389356170668298,0.07383391955956568,0.028521180608655758,0.03836978131212724,0.030906866493347607,0.03332313809450987,0.0467043890503135,0.031702095121578226,0.020201865728704693,0.0316256308304022,50.0,64.44,13.11979342794073,42.0,53.25,64.5,75.0,91.0,50.0,6.14,1.7262676501632064,3.0,5.0,6.0,8.0,9.0,0.0,0.0,0.0
19,Crawford County,85074,0.9516891177092884,0.014986952535439736,0.00039965206761172624,0.005183722406375626,0.00029386181442038695,0.004960387427416132,0.02248630603944801,0.003397042574699673,0.019089263464748336,81302,10167,69520,0.5741800920598389,0.5728423475258918,0.5394706559263521,0.0333716915995397,0.0013377445339470657,0.4258199079401611,27006.253012048193,59647,0.004660754103307794,0.00969034486227304,0.4274481533019263,0.0457022146964642,0.07948429929418076,0.1270306972689322,0.05770617130786125,0.011584824048149948,0.008047345214344392,1.0,5696.0,3443.0,2253.0,29473.0,8571.0,20902.0,44968,0.7820894858566091,0.21791051414339085,35169,0.7277147487844409,0.27228525121555913,44968,0.01189734922611635,0.011763921010496352,0.06520192136630493,0.09980430528375733,0.09444493862302082,0.16756360078277888,0.10660914428037715,0.10076054082903398,0.08352606297811778,0.25842821561999646,25593,0.02742937521978666,0.01117493064509827,0.007228539053647481,0.00886961278474583,0.010510686515844176,0.014965029500253975,0.007892783182901575,0.02907044895088501,0.045363966709647166,0.04942757785331927,0.051264017504786465,0.07810729496346658,0.06505685148282733,0.1345289727659907,0.09088422615558941,0.11479701480873676,0.05649982417067167,0.08338217481342555,0.04399640526706521,0.03211815730863908,0.01605907865431954,0.014730590395811354,0.0036728793029343963,0.00230531786035244,0.00011721955222131051,0.0005470245770327824,85074,0.05508145849495733,0.056609539929943345,0.057514634318358134,0.03839010743587935,0.029221618825963278,0.016926440510614288,0.01388203211321908,0.031255142581752354,0.057432353010320424,0.05336530549874227,0.05076756705926605,0.056080588663986644,0.06140536474128406,0.06714154735877001,0.07680372381691233,0.028222488656933963,0.0443496250323248,0.026623880386487057,0.03977713519994358,0.05597479841079531,0.037966946423114,0.02316806544890331,0.02203963608152902,78.0,74.96153846153847,11.715726258249708,43.0,66.5,76.0,82.0,100.0,78.0,7.461538461538462,1.456666784778908,3.0,6.25,8.0,8.0,10.0,2.0,0.0,0.0
20,Cumberland County,251487,0.8682436865523864,0.04068997602261747,0.0010696377943989152,0.04649544509258928,0.00015905394712251527,0.01178192113310032,0.03156027945778509,0.006684242127823705,0.024876037329961388,238008,16774,205958,0.6416453840103322,0.6380378523776692,0.6159702463609086,0.0220676060167607,0.00360753163266297,0.3583546159896678,37796.04761904762,176594,0.008137309308357023,0.011489631584312038,0.27871275354768565,0.03833652332468827,0.07670702288865987,0.23183686874978765,0.10335005719333612,0.024394939805429405,0.014672072663850413,1.0,6595.0,3405.0,3190.0,94581.0,20883.0,73698.0,107024,0.9453580505307221,0.05464194946927792,101176,0.6971317308452597,0.30286826915474024,107024,0.031665794588129764,0.0431305127821797,0.12870944834803408,0.12284160562116908,0.12029077590073255,0.13842689490207805,0.10612572880849155,0.10389258484078337,0.043803259082075045,0.1611133951263268,70533,0.014631449108927736,0.005486793415847901,0.00767016857357549,0.004437639119277501,0.003728751081054258,0.0030907518466533395,0.0011625763826861185,0.0023818638084300964,0.005274127004380928,0.00609643712871989,0.010633320573348645,0.01163994158762565,0.01420611628599379,0.06920165029135299,0.08471212056767755,0.11578977216338451,0.10681524959947826,0.16989210724058243,0.12370096266995591,0.13203748599946125,0.058710107325648984,0.036266712035501115,0.006819502927707598,0.004253328229339458,0.0004678661052273404,0.0008931989281612862,251487,0.053513700509370266,0.05667092135975219,0.05779622803564399,0.03495608122885079,0.03135748567520389,0.014561388859066274,0.013404271393749976,0.03554060448452604,0.06411066973640785,0.06641695196968432,0.06263146802816845,0.061716907832213994,0.06418622036129104,0.06455602078835089,0.06954633837931981,0.02466926719870212,0.039536834905979236,0.02581445561798423,0.03258220106804725,0.04581946581731859,0.030689459097289325,0.021432519374758933,0.02849053827832055,120.0,51.1,16.637206455876605,13.0,40.0,50.5,63.0,88.0,120.0,4.433333333333334,2.048706635795331,1.0,3.0,4.0,6.0,9.0,2.0,0.0,0.0
21,Dauphin County,277071,0.6856726254281393,0.19516658185086133,0.0035081260759877433,0.047633999949471435,0.0003248264885173836,0.027779883134647798,0.03991395707237495,0.008579028480064676,0.031334928592310275,272317,32372,222090,0.65775586473952,0.656206943131163,0.6276059255256878,0.028601017605475256,0.0015489216083569724,0.34224413526048,33720.156565656565,192413,0.011724779510739919,0.015196478408423548,0.28979850633792936,0.0348365235197206,0.09562243715341479,0.2057761169983317,0.08099764568922058,0.025637560871666677,0.010602194238435033,1.0,12367.0,5844.0,6523.0,101392.0,23400.0,77992.0,124874,0.910990278200426,0.08900972179957398,113759,0.6335586634903612,0.3664413365096388,124874,0.019908067331870526,0.023151336547239616,0.08906577830453097,0.1057866329259894,0.09988468376123132,0.14120633598667456,0.10758844915675,0.14205519163316624,0.058514983102967794,0.21283854124957957,72073,0.012265342083720671,0.005258557296074813,0.003454830519057067,0.003538079447227117,0.004453817657097665,0.006715413539050685,0.0051891831892664384,0.010517114592149625,0.022213589000041625,0.02616791308811899,0.030455232888876554,0.02504405255782332,0.02658415772896924,0.08501103048298253,0.10453290413885921,0.12570588153677523,0.10315929682405339,0.13677798898339183,0.09139344830935302,0.09341917222815756,0.03542241893635619,0.02540479791322687,0.012279216905082347,0.0024419685596547944,0.0007492403535304483,0.0018453512411027708,277071,0.062225927650313456,0.06137776959696251,0.06317153365021962,0.0381093654695006,0.02073475751702632,0.010979135311887567,0.010091276243273386,0.03885646639309058,0.07148709175626464,0.06758917389405604,0.0598871769329883,0.05715863442944227,0.06456828755084437,0.06526485990955387,0.07148348257305889,0.02909001663833458,0.03857495010304218,0.02676931183703816,0.03263062536317406,0.04052751821735223,0.028599167722352756,0.018843545517214,0.021979925723009625,169.0,62.72781065088758,21.048339954045694,10.0,48.0,61.0,81.0,97.0,169.0,5.940828402366864,2.578999764609368,1.0,4.0,6.0,8.0,10.0,2.0,0.0,0.0
22,Delaware County,565328,0.6773253757110916,0.21645840998499985,0.001956386381003594,0.05849524523816262,0.0006173407296295248,0.012829720091698978,0.03231752186341381,0.005906305719865282,0.026411216143548525,544692,53977,455084,0.6562634590537132,0.6554438301500383,0.6149018642712115,0.04054196587882677,0.000819628903674926,0.34373654094628686,40682.28888888889,385393,0.008739131224490326,0.015739777318218028,0.26771114161388504,0.02554275765257802,0.07683325851792845,0.22666213449647502,0.1159491739600875,0.029805938353836214,0.0224835427732211,1.0,24701.0,11464.0,13237.0,184895.0,40602.0,144293.0,224746,0.9325905689089016,0.0674094310910984,209596,0.6867402049657436,0.3132597950342564,224746,0.01072321643099321,0.009423971950557518,0.04749361501428279,0.05908002812063396,0.06445498473832682,0.09100495670668221,0.13186886529682398,0.24036467834800174,0.12709013731056393,0.21849554608313385,143938,0.005022996012171908,0.0017854909752810237,0.0026122358237574512,0.0021050730175492228,0.0027720268448915507,0.002417707624115939,0.002751184537787103,0.008969139490614014,0.010851894565715794,0.01928608150731565,0.018223123844988816,0.02049493531937362,0.02593477747363448,0.06996762494963109,0.061429226472508994,0.07981214133863192,0.05855298809209521,0.11169392377273549,0.10533702010587892,0.1629798941210799,0.09286637302171769,0.08857285775820145,0.027136683849990968,0.00968472536786672,0.0036335088718753906,0.005106365240589698,565328,0.059086052698610364,0.060269436504117965,0.06218690742365494,0.03867489315936943,0.030734370135567318,0.014699431126708743,0.013841522089831037,0.03879163954376928,0.06466688364984575,0.0656397701865112,0.06407253842017377,0.05673343616449212,0.0608690883876263,0.06618458664704384,0.07419586505533071,0.026200718874706364,0.03857052896725441,0.023471329918206777,0.03188591401805677,0.03688124416268078,0.025855786375343165,0.01954971273313899,0.02693834375795998,364.0,47.82142857142857,26.842433454629887,3.0,24.0,46.0,71.0,99.0,364.0,4.318681318681318,2.9981780358287744,1.0,1.0,4.0,7.0,10.0,6.0,1.0,0.0
