county,population_White,population_Black,population_Asian,population_Native,population_NativeHawaiian_PacificIslander,population_OtherRace,perc_poverty,perc_below_poverty,perc_unemployed,per_capita_income,perc_educated,perc_foodstamp,perc_disability,perc_vacant_housing,perc_rented,perc_pre200_houses,perc_ownHouse_occupied,perc_age_under5,perc_age_5_17,perc_age_18_24,perc_age_25_39,perc_age_40_64,perc_age_over65,adi_staterank_mean
Dauphin,68.56726254281394,19.51665818508613,4.76339999494714,0.35081260759877,0.032482648851729995,2.7779883134647703,0.9828419430398706,0.11683647873649715,0.8015634981647304,33720.156565656565,0.694453768167726,0.04463476870549426,0.10554695366891519,7.127962730398153e-07,0.3664413365096388,6.950004146710754e-06,0.5771657831093743,0.0622259276503134,0.16265866871668272,0.0806616354652776,0.1989634425833089,0.3261402312042757,0.1425807825431025,5.940828402366864
Delaware,67.73253757110916,21.64584099849998,5.84952452381626,0.19563863810035,0.06173407296295,1.28297200916989,0.9634972971443126,0.0954790847083463,0.8049910848215549,40682.28888888889,0.6817157473183709,0.04369321880395098,0.09209874621458693,2.999360660082867e-07,0.3132597950342564,4.148501849217188e-06,0.6404474384416186,0.0590860526986103,0.1611312370871422,0.0980669628958762,0.1943791922565306,0.3227542240964536,0.1411110010471793,4.318681318681318
Elk,97.23044186587758,0.64501113807893,0.46879675499551,0.08976959138210999,0.04987199521228,0.05984639425474,0.9863683213086412,0.09798184659374273,0.8319313761345879,30843.96153846154,0.7361438973301858,0.05625561059946138,0.1382784187252718,1.1329922083939779e-05,0.2155469574393246,5.117227263517248e-05,0.6261792452830188,0.0486418193303853,0.1422349303454466,0.072979352993982,0.1545699371612859,0.35788143764338176,0.19679489310769002,7.76
Erie,85.60831624063577,7.148423428390779,1.83057277078141,0.24591429390617,0.02352543319879,1.32918697573204,0.9514420355381076,0.14741256993302604,0.810748917462488,28539.87826086957,0.6888467391544078,0.07106886335399161,0.12155664850797292,7.589730337948723e-07,0.3301717577997608,7.445914245041667e-06,0.6080024339503178,0.0558398212067076,0.1573410379127057,0.09797240172617841,0.191938128110687,0.3176374583710105,0.153775464443513,6.888888888888889
Fayette,92.1084332727175,4.0689332381895005,0.39285193625362996,0.02838969070582,0.09054009468345,0.46190794067321,0.9635230838876996,0.15912805285086204,0.831902339463972,28197.22448979592,0.7344719901173185,0.09437653937343185,0.1529590497893792,2.0805342037957145e-06,0.2656741227911683,1.4507515408081777e-05,0.6368223127546224,0.0512011908324317,0.1413576410468888,0.0729691780033604,0.17393672935417281,0.3496382232657349,0.17806474384058782,7.752688172043011
Forest,73.86648122392211,21.62726008344923,0.09735744089012,0.13908205841446,0.0,1.7385257301808,0.5439499304589708,0.09082058414464535,0.9675938803894297,20062.6,0.8731571627260083,0.049235048678720444,0.12294853963838664,8.664686253354296e-05,0.1684655091506335,0.00010358178801809577,0.20318770783167067,0.0094575799721835,0.0429763560500694,0.0744089012517383,0.29040333796940165,0.349791376912378,0.20904033379694,8.5
Franklin,91.60008776798276,4.07669372846134,0.74409179498431,0.19747796120138,0.013552409102049998,0.96867457438981,0.9860732862656014,0.08811001974779611,0.8041031531938511,31545.88,0.7004788517882726,0.04058623849658608,0.12209429895323773,9.677435301031773e-07,0.2909748932924355,1.2224602774324098e-05,0.663870654023827,0.0593918195077248,0.1638808936845773,0.07624843501942491,0.1798727364250033,0.3258902642074418,0.1736321747099136,5.180327868852459
Fulton,96.1841015732818,1.3593706872757298,0.44162296439414,0.18630968810378,0.0,0.6486337289539,0.9948937344741926,0.10661054374827492,0.8235578250069003,28774.81818181818,0.7283328733094121,0.05589290643113442,0.13683411537399945,2.3259616247369966e-05,0.2175496688741721,0.00011620345301778,0.6501582060806164,0.0489925476124758,0.149875793541264,0.0727987855368478,0.1589152635937068,0.35647253657190153,0.18727573833839328,5.727272727272728
Greene,93.29843218945292,3.20414428242517,0.29876110075649,0.0,0.01918649270913,0.41936191207104,0.9022859335599167,0.11659905712092972,0.8302543580747725,29146.07894736842,0.7147242626904945,0.07268939809231444,0.1497368709571319,8.104942137863509e-06,0.2476039440115838,5.3494747254068464e-05,0.6500268064573778,0.0519953952417498,0.1421170924240762,0.0911632496436793,0.1812301282754083,0.34310930818989144,0.1663468917881809,6.7407407407407405
Huntingdon,91.2747812603832,5.5443570716579895,0.6202237235574201,0.15062576143537001,0.00886033890796323,0.52719016502381,0.8772621552774393,0.09323291615904308,0.8422416657437147,26919.815789473683,0.7249972311440913,0.04724775722671392,0.12116513456639716,1.1515604372846701e-05,0.2295726801358841,3.735795258548249e-05,0.5687948255379065,0.0445896555543249,0.1361834090153947,0.09422970428618879,0.1759441798648796,0.3400155055930886,0.1834090153948386,6.6875
Indiana,94.0838000071037,2.26016125404023,0.92821708913962,0.06511727028401999,0.0165753051632,0.45582089198819997,0.9351431987971064,0.14199116773024875,0.8413151320696637,27346.08450704225,0.6592235653481406,0.058214839633922544,0.1234505049548323,3.3773157976983637e-06,0.299364938709201,2.295048569343602e-05,0.6083767216394368,0.0472869777298935,0.13266163882410043,0.16082781809786512,0.1573706830209676,0.3089163302274366,0.1664397428459797,7.158730158730159
Jefferson,97.53270599036034,0.47280238696349997,0.25935276566444,0.05278861602019,0.0,0.26394308010098,0.9794583428964884,0.13621758090429195,0.8113151250860684,27178.11363636364,0.7128758319944917,0.06288730778058298,0.13068625200826256,8.39044555014364e-06,0.2519021739130435,3.968344198992556e-05,0.6053742633476998,0.0567592380078035,0.15632315813633219,0.0740417718613723,0.1692678448473719,0.33442735827404163,0.1822125315584114,7.727272727272727
Juniata,95.94435657217018,1.26130510605507,0.30417325708723003,0.012166930283480001,0.0,0.6489029484527701,0.9877114004136757,0.09238755728596341,0.8051263332927769,26759.68421052632,0.703694691162753,0.03500020278217139,0.10151275499858052,1.4812178615871583e-05,0.261407249466951,7.786455322472293e-05,0.6154392822243937,0.0572656852009571,0.1673358478322585,0.0717037758040312,0.17220261994565428,0.32935880277406,0.17917832664152142,6.0
Lackawanna,89.22593047268298,2.81687460149789,2.95962162522244,0.06709110115054,0.05234057536567,1.08582902713145,0.9631094108354508,0.13330192898811394,0.821385407447588,29911.05,0.7077873259675869,0.06930843825239577,0.12634539069860393,1.2692362877512448e-06,0.358127129945177,9.123791219654013e-06,0.559934775692014,0.0526117947107469,0.1513974933622633,0.0882033859594025,0.1839723641762068,0.32435930377518263,0.1754456086257266,6.412121212121212
Lancaster,87.55050179541479,4.06997514041064,2.29941994291501,0.08949452168308,0.02080839701684,2.75333763005248,0.9780572691280729,0.08909860970444711,0.7897468004787773,33736.912328767125,0.6756247122732714,0.030448393333947152,0.09190682257619004,1.8121888287163086e-07,0.3063582398298064,3.925520474316886e-06,0.6669730392156863,0.0651707945861338,0.17023110210846132,0.0889733910321332,0.19011877359359158,0.3055648651137093,0.1582082681152746,4.603305785123967
Lawrence,92.35849932674004,3.61470956957793,0.37493615638204003,0.05339648047546,0.0,0.23796257603194002,0.9748340065933045,0.12540047360356596,0.8273436411756512,28775.81818181818,0.719378279240377,0.0820216371825231,0.13916747922180434,2.3531210638217925e-06,0.2524932975871313,2.2359629326880214e-05,0.6748311832901711,0.0520731763941124,0.1473742861122718,0.0811742582532384,0.1670265125133489,0.332358267168129,0.19256395969726492,7.1866666666666665
Lebanon,85.59789188804217,2.47275835054483,1.49134677017306,0.08617619827647,0.01495619970087,7.460294850794099,0.9738052845238943,0.10460081190798376,0.7963179260736415,29733.554347826088,0.6871946442561071,0.044370059112598816,0.1019941599601168,1.223917399234147e-06,0.2946692166292218,1.4515606791792303e-05,0.6552872175263067,0.0593903568121928,0.1682786126344277,0.08513638629727209,0.1721672245566554,0.3207535075849296,0.1725660565486786,5.776315789473684
Lehigh,76.15193636378486,7.26878242926133,3.33180885179317,0.32885244652064,0.03048963080323,6.02061316825376,0.9743914324137443,0.12315633013736668,0.8007965416047346,34064.356060606064,0.6823497705110825,0.05498478240748303,0.0979452166669389,3.07937559672117e-07,0.3527542977897081,5.8098296398618496e-06,0.6180069393792732,0.0596916191627329,0.1673363496289519,0.0906222606972322,0.1965356156999819,0.31878542377864505,0.1436361062563632,4.940366972477064
Luzerne,86.01592835076383,5.16805386289273,1.20769523881504,0.1694237388481,0.05920383439301,4.1178156304421005,0.963029094905636,0.14073507228851162,0.8257360327762504,29438.38129496403,0.7155287248816711,0.07297502416965047,0.12353131977313594,8.947941155488341e-07,0.3196887087719838,6.143978232595737e-06,0.5888574566512463,0.0521497605078933,0.1457957404730637,0.0865257741373716,0.1832421657266482,0.333648247346062,0.1731082327970345,7.0
Lycoming,91.14143877067728,4.76169593207851,0.76218709982984,0.14471906958794,0.034206325538960004,0.37539249565842,0.9405336186784079,0.1278264072833161,0.8201273527812374,28681.5871559633,0.7058782254810813,0.06293086813900048,0.12594944480502396,2.5727706332943027e-06,0.3142764298093587,1.7071081638684907e-05,0.5912801449573161,0.054168786289403,0.1505867700457836,0.0893662181837317,0.1856175557387688,0.32678442998228263,0.1691195818057429,6.111111111111111
McKean,94.21272031398551,2.39633358523683,0.41929743302211,0.13651544330952,0.04875551546768,0.97998586090051,0.9300358353038688,0.15089832037249215,0.827259208697984,27258.058823529413,0.7122449477097097,0.07308451768606324,0.14577899124838498,9.294502769545005e-06,0.2562870039275455,4.454104493132111e-05,0.5967544684854186,0.0492918261378318,0.1489968552692522,0.0894663708832061,0.1723263694205405,0.3453840715730963,0.1702298822554299,8.636363636363637
Mercer,90.71381391434956,6.0749735339624795,0.76005030809182,0.12848469493932999,0.004524108976737032,0.30221047964603,0.9348437825170333,0.13450175987839194,0.8350871795799817,27269.73043478261,0.7092717089369249,0.07408680860304563,0.1473592775902786,2.003945155349064e-06,0.2819461352811772,1.7523005283986276e-05,0.6427929564269736,0.048480351794714,0.1456401161791183,0.0966078230892424,0.1549416842352897,0.3371999384721176,0.18899012839421248,7.505376344086022
Mifflin,96.34682431408216,0.57601940275882,0.35947075510513,0.25119643127828,0.008661945906147817,0.54786807856384,0.9844518070984647,0.13657723207518568,0.8030056952294333,26720.81081081081,0.7026570519067108,0.05803503757119037,0.12395244591697525,5.904114009349843e-06,0.2699344692005243,4.176837747828335e-05,0.6356291934821306,0.0632755148444098,0.1600944152103768,0.0739730180385021,0.1579289287338399,0.328352714437298,0.1927282964117886,7.566666666666666
Monroe,74.26076861109794,14.18577927308913,2.56776287731602,0.29083542624271,0.047386627493719996,3.9259820878547997,0.985256835521016,0.10565440932568829,0.830705349950244,32485.78676470588,0.6979990996540776,0.041866085390702745,0.10732478794484196,3.254832193056621e-06,0.2292410341951626,9.924253067583785e-06,0.5659293552812071,0.0455030090508458,0.1508494052978248,0.1056484859972513,0.1652727100412262,0.3587404634412166,0.146021892621902,4.6923076923076925
Montgomery,78.06124422737494,9.261103991876011,7.683938199666331,0.09828574191832,0.04279600570613,1.43233637176914,0.9737094707318842,0.05632510457216083,0.8093836891607631,50579.24232081911,0.7043654343673686,0.02099180347687323,0.07967794192316062,1.551984393846298e-07,0.2813512088574226,2.589056093041934e-06,0.6811525659673576,0.0548236175923015,0.1610447544669841,0.07976619357334541,0.187184167895742,0.33958872313160343,0.1535675427355591,2.423387096774193
Montour,93.01353284189679,2.01342281879194,3.55374628672021,0.11552426009461,0.0,0.38508086698206,0.95340521509517,0.09731543624161074,0.8206623390912091,33903.92307692308,0.7289030696446254,0.03641764770601826,0.11227857850148532,1.1062187551433431e-05,0.3102341137123746,0.00010838873337494072,0.6270217682111152,0.0573220376279018,0.1470458796347232,0.0667290130927493,0.1919353064143468,0.3257234019144017,0.18302343492133322,5.333333333333333
Northampton,83.39266286037346,5.9342674857757,2.89284857329743,0.17256510634939998,0.0476608388965,2.76564343775987,0.9631039367852928,0.08257158164959094,0.8258604424898022,36924.80465116279,0.7021953568482051,0.0371425847952063,0.09463141736760969,5.408066263518308e-07,0.2879618386816999,6.697591366033106e-06,0.6644598400725177,0.0485187339966407,0.15089750290073708,0.0983884062544167,0.1773936423727865,0.334697419412095,0.1652910762474812,4.3017751479289945
Northumberland,93.7008132932898,2.4694740995681403,0.36609158866212,0.13372207729574,0.028498147620400004,1.0281254795361299,0.9583488611701778,0.12526031961768638,0.8269395181620887,27375.941176470587,0.7313611153736546,0.05785123966942149,0.13753644474647608,3.12413668217854e-06,0.2882093833230895,2.0380721136102637e-05,0.6105619261016652,0.0518227853651051,0.144518490913475,0.0722976083477649,0.1797904290067297,0.3398294495473177,0.1808426683034831,7.473684210526316
Perry,96.41471397914724,0.9429258881928301,0.34248802375739,0.21893221771833002,0.02167645719983,0.47037912123641995,0.9871892137948973,0.08612056445494548,0.8109596167602368,32881.694444444445,0.7147161467929681,0.03767368261331368,0.11685778076431189,5.526748463091574e-06,0.1889044943820224,3.988979763967952e-05,0.7172542275723703,0.0565538768343701,0.1581297552727981,0.0706002210998633,0.1772917434374524,0.3532395465285152,0.15544187458001849,4.970588235294118
Philadelphia,39.33068653096271,41.35815232202214,7.415219809159599,0.33227296840845,0.037179163734379995,7.27067632566165,0.9725398996289039,0.22435981337071484,0.8043813241725897,31073.45590551181,0.6843261371417949,0.09766801915359231,0.11846811728635101,1.6002939553054876e-07,0.4719119266055046,1.3618523459561713e-06,0.4698507228774047,0.0660265274597842,0.1514045567238326,0.0982427786745879,0.2594738895412102,0.28738861267973853,0.1177852346871478,6.2962633451957295
Pike,86.15343154868846,6.1588214157384105,1.26122888968738,0.07725476104922001,0.05389867049946,2.199065756378,0.9929213079410708,0.09261588214157385,0.8489399928135106,35453.41379310345,0.7477182896155228,0.049748472871002515,0.13257276320517428,1.0710741505244314e-05,0.1569749526786107,2.0544004922439587e-05,0.49043509436861377,0.0353036291771469,0.14272367948257259,0.07425440172475731,0.14302910528206958,0.3823571685231762,0.18792669780812044,3.95
Potter,97.09319748276896,0.34162421336529,0.41953850764159,0.17380881030866,0.0,0.29967036260113,0.9851962840875037,0.1155528918189991,0.8213964638897213,25929.941176470587,0.7268804315253221,0.06149235840575367,0.1369493557087204,3.769358032605638e-05,0.2206636500754147,6.920827254350046e-05,0.39712550918453615,0.0508240934971531,0.1534911597243031,0.0688043152532212,0.1531914893617019,0.3338927180101885,0.2068924183398259,8.222222222222221
Schuylkill,93.04611265720224,2.98939655476098,0.42131961813506,0.16486419840067001,0.009863669989784057,1.26818614154366,0.9483073237749674,0.12453587909958784,0.8262655440870821,27160.074074074077,0.7322295416916194,0.0685102335576144,0.14000775002642055,2.312311733655722e-06,0.247894144528186,1.3229348490132598e-05,0.630429500464518,0.0486138020925071,0.14886391658153358,0.07029273963433941,0.18191425652587428,0.3461936802057276,0.1766371930813398,7.559322033898305
Snyder,96.168298230001,0.95421734401265,0.68970631859982,0.056857510135460004,0.0,0.54385444477405,0.9415603678433699,0.09349352318797587,0.8178829229704341,28582.33333333333,0.6698309107089885,0.03263126668644319,0.10175022248590923,6.156106519742879e-06,0.2671343766864544,5.087603305785123e-05,0.6584242424242425,0.0548056956392761,0.1531691881736377,0.1221942054780973,0.165405913181054,0.3157075051913376,0.1691140116681497,5.392857142857143
Somerset,94.82151562753913,2.59736742321651,0.36698987053789,0.09073181301121,0.00812523698607876,0.47668056984995,0.9296083635772711,0.09983207843562104,0.8386327934564758,28557.346666666668,0.7493093548561833,0.05717458425870755,0.12652348193488977,6.0679712686297535e-06,0.2019106985568128,2.3563674324565676e-05,0.6115307738234301,0.0479388982178646,0.1332132603867612,0.06953848653919059,0.1760468013650397,0.35083419099723717,0.19338064026867433,7.775862068965517
Sullivan,94.35243458098708,2.7658164955283198,0.0662471016893,0.11593242795627,0.03312355084465,1.09307717787346,0.9645578005962239,0.11112951308380259,0.9087446174229877,32355.88888888889,0.8216296787015568,0.045213646902948,0.13779397151374628,8.916173806538056e-05,0.1730279898218829,0.0001381797986395103,0.35669488867983695,0.0339516396157668,0.0730374296124543,0.0713812520702217,0.1402782378270949,0.401291818482941,0.2454455117588602,
Susquehanna,97.20717170722097,0.61077726332381,0.44330607821889007,0.02216530391094,0.007388434636981578,0.28322332775096,0.9882770170426559,0.11548123337602206,0.834720717170722,32508.9,0.7437937149049355,0.046522510097527336,0.13035661511181165,1.1605498803715518e-05,0.2258765490103952,3.768625973447175e-05,0.5642551369863014,0.0470643286375726,0.1403556299871933,0.06878632647029831,0.15050241355531468,0.3587823859718252,0.2051275736380649,5.628571428571429
Tioga,96.86449618489168,0.83417159400377,0.59128045339679,0.07851026767093999,0.00490689172943399,0.35084275865452996,0.9867268578718811,0.1218135871831988,0.8291174955224613,26620.052631578947,0.7164061924973626,0.05343605093353615,0.13111214701047622,1.1347546535087091e-05,0.2541053399829704,3.900444685194666e-05,0.5607938177328639,0.0514978287004097,0.1476729065973157,0.0844230722049116,0.1681591795677027,0.32861453912019406,0.18786034986138006,6.571428571428571
Union,87.99491423345452,6.63603310209453,1.8380138743280299,0.3122839106868,0.00892239744819433,1.51011576810689,0.8013205148223328,0.09138765586313043,0.8464455399165756,30154.90322580645,0.6811358211951551,0.0355557538310544,0.09426512904017309,8.781951838169822e-06,0.2944722937271372,4.875826558426146e-05,0.5975329890992541,0.0443220093239053,0.1340590216591197,0.1404831478218195,0.1868126965715686,0.31237313466128325,0.16189690169748588,4.666666666666667
Venango,96.12501217018792,1.12355174763898,0.35244864180701996,0.01168338039139,0.0,0.31739850063284,0.9755427903806835,0.13143802940317398,0.8323434913835069,27813.57692307692,0.7378054717164833,0.07674033687080128,0.14970304741505208,7.210651441917711e-06,0.2683346152106049,3.2187875207117915e-05,0.586090675171239,0.0486418070295005,0.1447765553500145,0.0687761659040015,0.1562262681335799,0.35616785123162287,0.19314575017038238,8.25
Warren,96.49571783307151,0.59038159428368,0.41554755992499004,0.12922515583033,0.0,0.14442811533978,0.9825419348299802,0.12339735468504535,0.8324127096741499,28872.911111111112,0.7369381239547965,0.05227284244666295,0.12415750266051792,1.1649213140078113e-05,0.2237210932025227,3.882951622702339e-05,0.5626190375417954,0.0506511934323214,0.1435159377692189,0.0688947448436627,0.151852227233568,0.3559519586479499,0.1979171945472049,7.977272727272727
